Query.Sequence,Reference.Sequence,ANI.match,Aligned.orthologous.sequences,Total.sequence.fragments
38_bin.9,41_bin.38,75.6445,73,1288
38_bin.9,41_bin.76,75.8601,178,1288
38_bin.9,42_bin.21,99.7187,1172,1288
38_bin.9,42_bin.6,76.6754,248,1288
38_bin.9,43_bin.28,75.1433,56,1288
38_bin.9,43_bin.34,76.3897,251,1288
38_bin.9,43_bin.39,75.9731,202,1288
38_bin.9,43_bin.59,99.7391,1191,1288
38_bin.9,44_bin.27,75.303,61,1288
38_bin.9,44_bin.41,76.341,212,1288
38_bin.9,44_bin.50,99.774,1159,1288
38_bin.9,45_bin.16,75.331,100,1288
38_bin.9,46_bin.21,99.7378,1169,1288
38_bin.9,46_bin.56,75.8687,197,1288
38_bin.9,46_bin.59,75.2294,57,1288
38_bin.9,46_bin.73,78.5831,466,1288
38_bin.9,47_bin.13,78.8586,466,1288
38_bin.9,47_bin.30,99.1789,939,1288
38_bin.9,47_bin.61,76.3565,249,1288
38_bin.9,48_bin.50,99.676,1143,1288
38_bin.9,48_bin.65,76.3603,242,1288
38_bin.9,49_bin.10,99.6277,1156,1288
38_bin.9,49_bin.68,75.2999,63,1288
38_bin.9,49_bin.94,76.078,196,1288
38_bin.9,50_bin.1,75.3383,103,1288
39_bin.35,11_bin.53,76.2787,204,1254
39_bin.35,21_bin.10,81.5291,292,1254
39_bin.35,21_bin.47,99.648,1126,1254
39_bin.35,22_bin.14,99.6366,1151,1254
39_bin.35,22_bin.5,76.6226,175,1254
39_bin.35,23_bin.50,99.5824,1136,1254
39_bin.35,24_bin.42,79.046,448,1254
39_bin.35,24_bin.63,99.6515,1150,1254
39_bin.35,24_bin.64,76.4523,256,1254
39_bin.35,25_bin.7,75.5704,97,1254
39_bin.35,26_bin.35,75.5907,63,1254
39_bin.35,26_bin.9,99.7285,1163,1254
39_bin.35,27_bin.15,99.7455,1199,1254
39_bin.35,28_bin.46,76.5889,256,1254
39_bin.35,28_bin.47,99.7342,1168,1254
39_bin.35,29_bin.10,75.667,55,1254
39_bin.35,29_bin.22,80.3136,627,1254
39_bin.35,29_bin.35,99.7173,1160,1254
39_bin.35,29_bin.53,76.9496,251,1254
39_bin.35,31_bin.18,76.4829,255,1254
39_bin.35,31_bin.4,99.7307,1184,1254
39_bin.35,32_bin.53,99.7466,1151,1254
39_bin.35,34_bin.29,99.7071,1157,1254
39_bin.35,34_bin.2,77.4982,278,1254
39_bin.35,34_bin.7,75.6504,54,1254
39_bin.35,36_bin.22,76.2388,196,1254
39_bin.35,36_bin.39,99.716,1161,1254
39_bin.35,37_bin.57,99.7254,1149,1254
39_bin.35,38_bin.9,99.7244,1169,1254
39_bin.35,39_bin.35,100,1246,1254
39_bin.35,39_bin.46,76.3561,256,1254
39_bin.35,40_bin.5,75.5119,87,1254
39_bin.35,41_bin.32,99.7266,1160,1254
39_bin.35,41_bin.35,76.5734,249,1254
39_bin.35,41_bin.37,75.6479,57,1254
39_bin.35,41_bin.38,75.8239,82,1254
39_bin.35,41_bin.76,76.0978,177,1254
39_bin.35,42_bin.21,99.7234,1151,1254
39_bin.35,42_bin.6,76.7117,255,1254
39_bin.35,43_bin.34,76.4043,255,1254
39_bin.35,43_bin.39,76.0854,197,1254
39_bin.35,43_bin.59,99.7028,1164,1254
39_bin.35,44_bin.27,75.6198,58,1254
39_bin.35,44_bin.41,76.4369,230,1254
39_bin.35,44_bin.50,99.7209,1145,1254
39_bin.35,45_bin.16,75.6256,100,1254
39_bin.35,46_bin.21,99.7171,1165,1254
39_bin.35,46_bin.56,75.9737,190,1254
39_bin.35,46_bin.59,75.5876,51,1254
39_bin.35,46_bin.73,78.7546,468,1254
39_bin.35,47_bin.13,78.9173,485,1254
39_bin.35,47_bin.30,99.1708,921,1254
39_bin.35,47_bin.61,76.5147,251,1254
39_bin.35,48_bin.50,99.635,1126,1254
39_bin.35,48_bin.65,76.4038,255,1254
39_bin.35,49_bin.10,99.6232,1143,1254
39_bin.35,49_bin.68,75.6463,58,1254
39_bin.35,49_bin.94,76.1612,207,1254
39_bin.35,50_bin.1,75.4103,103,1254
39_bin.46,11_bin.53,99.1276,736,1090
39_bin.46,21_bin.10,99.607,967,1090
39_bin.46,21_bin.47,76.5874,243,1090
39_bin.46,22_bin.14,76.4073,242,1090
39_bin.46,22_bin.5,98.575,623,1090
39_bin.46,23_bin.50,76.53,242,1090
39_bin.46,24_bin.42,76.3274,176,1090
39_bin.46,24_bin.63,76.4949,237,1090
39_bin.46,24_bin.64,99.5863,974,1090
39_bin.46,25_bin.7,75.2611,56,1090
39_bin.46,26_bin.35,75.8168,79,1090
39_bin.46,26_bin.9,76.3601,247,1090
39_bin.46,27_bin.15,76.3513,250,1090
39_bin.46,28_bin.46,99.6925,987,1090
39_bin.46,28_bin.47,76.3746,241,1090
39_bin.46,29_bin.10,75.7965,81,1090
39_bin.46,29_bin.22,77.1291,226,1090
39_bin.46,29_bin.35,76.3215,240,1090
39_bin.46,29_bin.53,99.6596,959,1090
39_bin.46,31_bin.18,99.7049,970,1090
39_bin.46,31_bin.4,76.4218,241,1090
39_bin.46,32_bin.53,76.3927,243,1090
39_bin.46,34_bin.28,76.376,86,1090
39_bin.46,34_bin.29,76.424,234,1090
39_bin.46,34_bin.2,99.6883,1017,1090
39_bin.46,34_bin.7,76.0258,78,1090
39_bin.46,36_bin.22,99.0781,756,1090
39_bin.46,36_bin.32,76.6685,72,1090
39_bin.46,36_bin.39,76.3953,242,1090
39_bin.46,37_bin.57,76.3086,234,1090
39_bin.46,38_bin.9,76.3315,234,1090
39_bin.46,39_bin.35,76.2638,239,1090
39_bin.46,39_bin.46,100,1078,1090
39_bin.46,41_bin.32,76.2701,242,1090
39_bin.46,41_bin.35,99.6629,993,1090
39_bin.46,41_bin.37,75.7555,82,1090
39_bin.46,41_bin.38,75.9274,80,1090
39_bin.46,41_bin.76,78.0017,296,1090
39_bin.46,42_bin.21,76.3104,234,1090
39_bin.46,42_bin.6,99.5686,1017,1090
39_bin.46,43_bin.28,75.6947,75,1090
39_bin.46,43_bin.34,99.6742,1023,1090
39_bin.46,43_bin.39,78.3621,329,1090
39_bin.46,43_bin.59,76.283,238,1090
39_bin.46,44_bin.27,75.8876,78,1090
39_bin.46,44_bin.41,99.2913,815,1090
39_bin.46,44_bin.50,76.353,230,1090
39_bin.46,45_bin.16,75.0692,60,1090
39_bin.46,46_bin.21,76.3038,250,1090
39_bin.46,46_bin.56,79.384,311,1090
39_bin.46,46_bin.59,75.8163,73,1090
39_bin.46,46_bin.73,76.2723,178,1090
39_bin.46,47_bin.13,76.2983,184,1090
39_bin.46,47_bin.30,76.2134,207,1090
39_bin.46,47_bin.61,99.6431,1019,1090
39_bin.46,47_bin.64,75.503,70,1090
39_bin.46,48_bin.50,76.2552,240,1090
39_bin.46,48_bin.65,99.633,1013,1090
39_bin.46,49_bin.10,76.3179,234,1090
39_bin.46,49_bin.68,75.8411,77,1090
39_bin.46,49_bin.94,78.3272,335,1090
39_bin.46,50_bin.1,75.146,60,1090
40_bin.5,21_bin.47,75.5643,84,703
40_bin.5,22_bin.14,75.5627,82,703
40_bin.5,23_bin.50,75.5824,80,703
40_bin.5,24_bin.42,75.4558,57,703
40_bin.5,24_bin.63,75.5496,79,703
40_bin.5,24_bin.64,75.5063,51,703
40_bin.5,25_bin.7,98.5961,554,703
40_bin.5,26_bin.9,75.5107,81,703
40_bin.5,27_bin.15,75.6148,84,703
40_bin.5,28_bin.46,75.5015,51,703
40_bin.5,28_bin.47,75.6201,82,703
40_bin.5,29_bin.22,75.5663,71,703
40_bin.5,29_bin.35,75.5124,83,703
40_bin.5,31_bin.18,75.5836,53,703
40_bin.5,31_bin.4,75.5756,84,703
40_bin.5,32_bin.53,75.5401,82,703
40_bin.5,34_bin.29,75.5111,76,703
40_bin.5,34_bin.2,75.5669,54,703
40_bin.5,36_bin.39,75.614,80,703
40_bin.5,37_bin.57,75.6194,84,703
40_bin.5,38_bin.9,75.4796,82,703
40_bin.5,39_bin.35,75.7498,81,703
40_bin.5,40_bin.5,100,692,703
40_bin.5,41_bin.32,75.6067,82,703
40_bin.5,41_bin.35,75.3279,50,703
40_bin.5,42_bin.21,75.5677,81,703
40_bin.5,42_bin.6,75.5113,53,703
40_bin.5,43_bin.34,75.4784,52,703
40_bin.5,43_bin.39,75.4783,50,703
40_bin.5,43_bin.59,75.6551,82,703
40_bin.5,44_bin.50,75.4805,81,703
40_bin.5,45_bin.16,98.6833,592,703
40_bin.5,46_bin.21,75.6342,83,703
40_bin.5,46_bin.73,75.469,57,703
40_bin.5,47_bin.13,75.4981,51,703
40_bin.5,47_bin.30,75.7476,68,703
40_bin.5,47_bin.61,75.5228,52,703
40_bin.5,48_bin.50,75.6015,82,703
40_bin.5,49_bin.10,75.5886,81,703
40_bin.5,50_bin.1,98.6463,584,703
41_bin.32,11_bin.53,77.8654,215,1278
41_bin.32,21_bin.10,82.1583,308,1278
41_bin.32,21_bin.47,99.671,1125,1278
41_bin.32,22_bin.14,99.663,1155,1278
41_bin.32,22_bin.5,76.5836,166,1278
41_bin.32,23_bin.50,99.6363,1139,1278
41_bin.32,24_bin.42,78.8658,443,1278
41_bin.32,24_bin.63,99.6853,1151,1278
41_bin.32,24_bin.64,77.7683,270,1278
41_bin.32,25_bin.7,75.7248,97,1278
41_bin.32,26_bin.35,75.2737,66,1278
41_bin.32,26_bin.9,99.7522,1166,1278
41_bin.32,27_bin.15,99.798,1214,1278
41_bin.32,28_bin.46,76.4326,252,1278
41_bin.32,28_bin.47,99.7671,1176,1278
41_bin.32,29_bin.10,75.3473,63,1278
41_bin.32,29_bin.22,80.2604,618,1278
41_bin.32,29_bin.35,99.7383,1185,1278
41_bin.32,29_bin.53,76.7758,247,1278
41_bin.32,31_bin.18,76.3783,254,1278
41_bin.32,31_bin.4,99.8041,1189,1278
41_bin.32,32_bin.53,99.7422,1160,1278
41_bin.32,34_bin.29,99.734,1170,1278
41_bin.32,34_bin.2,77.3795,279,1278
41_bin.32,34_bin.7,75.3655,64,1278
41_bin.32,36_bin.22,76.1338,196,1278
41_bin.32,36_bin.32,74.9881,59,1278
41_bin.32,36_bin.39,99.7364,1166,1278
41_bin.32,37_bin.57,99.7289,1156,1278
41_bin.32,38_bin.9,99.7505,1184,1278
41_bin.32,39_bin.35,99.6638,1157,1278
41_bin.32,39_bin.46,76.3429,253,1278
41_bin.32,40_bin.5,75.6395,80,1278
41_bin.32,41_bin.32,100,1266,1278
41_bin.32,41_bin.35,76.4655,249,1278
41_bin.32,41_bin.37,75.2449,67,1278
41_bin.32,41_bin.38,75.9104,75,1278
41_bin.32,41_bin.76,76.1101,174,1278
41_bin.32,42_bin.21,99.743,1168,1278
41_bin.32,42_bin.6,76.5233,250,1278
41_bin.32,43_bin.28,75.1146,52,1278
41_bin.32,43_bin.34,76.444,246,1278
41_bin.32,43_bin.39,76.216,183,1278
41_bin.32,43_bin.59,99.7518,1182,1278
41_bin.32,44_bin.27,75.2645,66,1278
41_bin.32,44_bin.41,76.3494,221,1278
41_bin.32,44_bin.50,99.7161,1153,1278
41_bin.32,45_bin.16,75.7697,101,1278
41_bin.32,46_bin.21,99.7451,1175,1278
41_bin.32,46_bin.56,76.1098,178,1278
41_bin.32,46_bin.59,75.2016,57,1278
41_bin.32,46_bin.73,78.7544,462,1278
41_bin.32,47_bin.13,78.8857,472,1278
41_bin.32,47_bin.30,99.1748,933,1278
41_bin.32,47_bin.61,76.4082,247,1278
41_bin.32,47_bin.64,75.1408,53,1278
41_bin.32,48_bin.50,99.6384,1140,1278
41_bin.32,48_bin.65,76.3215,250,1278
41_bin.32,49_bin.10,99.6824,1144,1278
41_bin.32,49_bin.68,75.3987,60,1278
41_bin.32,49_bin.94,76.2487,202,1278
41_bin.32,50_bin.1,75.7229,90,1278
41_bin.35,11_bin.53,99.1332,759,1113
41_bin.35,21_bin.10,99.657,1004,1113
41_bin.35,21_bin.47,76.9408,232,1113
41_bin.35,22_bin.14,76.5184,239,1113
41_bin.35,22_bin.5,98.7504,644,1113
41_bin.35,23_bin.50,76.6605,248,1113
41_bin.35,24_bin.42,76.5945,175,1113
41_bin.35,24_bin.63,76.5642,241,1113
41_bin.35,24_bin.64,99.646,1030,1113
41_bin.35,25_bin.7,75.2973,59,1113
41_bin.35,26_bin.35,75.8726,74,1113
41_bin.35,26_bin.9,76.6074,248,1113
41_bin.35,27_bin.15,76.5261,253,1113
41_bin.35,28_bin.46,99.6623,1043,1113
41_bin.35,28_bin.47,76.6141,244,1113
41_bin.35,29_bin.10,75.8228,75,1113
41_bin.35,29_bin.22,76.5502,228,1113
41_bin.35,29_bin.35,76.4925,242,1113
41_bin.35,29_bin.53,99.6787,1009,1113
41_bin.35,31_bin.18,99.6769,1008,1113
41_bin.35,31_bin.4,76.5387,249,1113
41_bin.35,32_bin.53,76.5752,242,1113
41_bin.35,34_bin.28,76.4579,92,1113
41_bin.35,34_bin.29,76.5127,232,1113
41_bin.35,34_bin.2,99.7171,1037,1113
41_bin.35,34_bin.7,75.8857,70,1113
41_bin.35,36_bin.22,99.1572,767,1113
41_bin.35,36_bin.32,78.6582,69,1113
41_bin.35,36_bin.39,76.7401,245,1113
41_bin.35,37_bin.57,76.6174,243,1113
41_bin.35,38_bin.9,76.5931,234,1113
41_bin.35,39_bin.35,76.4619,240,1113
41_bin.35,39_bin.46,99.6089,987,1113
41_bin.35,40_bin.5,75.15,54,1113
41_bin.35,41_bin.32,76.4238,239,1113
41_bin.35,41_bin.35,99.9999,1108,1113
41_bin.35,41_bin.37,75.788,75,1113
41_bin.35,41_bin.38,75.7732,86,1113
41_bin.35,41_bin.76,78.0452,299,1113
41_bin.35,42_bin.21,76.5154,234,1113
41_bin.35,42_bin.6,99.7375,1062,1113
41_bin.35,43_bin.28,75.5746,72,1113
41_bin.35,43_bin.34,99.7657,1075,1113
41_bin.35,43_bin.39,78.2603,342,1113
41_bin.35,43_bin.59,76.5092,237,1113
41_bin.35,44_bin.27,76.0123,70,1113
41_bin.35,44_bin.41,99.318,834,1113
41_bin.35,44_bin.50,76.5229,240,1113
41_bin.35,45_bin.16,75.0853,63,1113
41_bin.35,46_bin.21,76.6384,249,1113
41_bin.35,46_bin.56,79.5642,311,1113
41_bin.35,46_bin.59,75.8169,71,1113
41_bin.35,46_bin.73,76.5182,180,1113
41_bin.35,47_bin.13,76.5642,170,1113
41_bin.35,47_bin.30,76.4667,201,1113
41_bin.35,47_bin.61,99.7675,1059,1113
41_bin.35,47_bin.64,75.756,64,1113
41_bin.35,48_bin.50,76.4404,240,1113
41_bin.35,48_bin.65,99.7218,1051,1113
41_bin.35,49_bin.10,76.5575,227,1113
41_bin.35,49_bin.68,75.862,71,1113
41_bin.35,49_bin.94,78.3721,328,1113
41_bin.35,50_bin.1,75.1449,64,1113
41_bin.37,11_bin.53,76.128,62,1265
41_bin.37,21_bin.10,75.8071,82,1265
41_bin.37,21_bin.47,75.7631,52,1265
41_bin.37,22_bin.14,75.7404,58,1265
41_bin.37,23_bin.50,75.5219,61,1265
41_bin.37,24_bin.42,75.1463,51,1265
41_bin.37,24_bin.63,75.7101,60,1265
41_bin.37,24_bin.64,76.3193,79,1265
41_bin.37,26_bin.35,99.8013,1160,1265
41_bin.37,26_bin.9,75.5285,60,1265
41_bin.37,27_bin.15,75.5997,63,1265
41_bin.37,28_bin.46,76.213,79,1265
41_bin.37,28_bin.47,75.6009,61,1265
41_bin.37,29_bin.10,99.7482,1136,1265
41_bin.37,29_bin.22,75.1745,72,1265
41_bin.37,29_bin.35,75.6924,61,1265
41_bin.37,29_bin.53,75.886,79,1265
41_bin.37,31_bin.18,76.2331,82,1265
41_bin.37,31_bin.4,75.6707,61,1265
41_bin.37,32_bin.53,75.5496,61,1265
41_bin.37,34_bin.29,75.4937,51,1265
41_bin.37,34_bin.2,76.2611,88,1265
41_bin.37,34_bin.7,99.5017,1031,1265
41_bin.37,36_bin.22,76.4862,64,1265
41_bin.37,36_bin.32,99.5555,1035,1265
41_bin.37,36_bin.39,75.7111,59,1265
41_bin.37,37_bin.57,75.5674,61,1265
41_bin.37,38_bin.9,75.5558,56,1265
41_bin.37,39_bin.35,75.6793,51,1265
41_bin.37,39_bin.46,76.0255,78,1265
41_bin.37,41_bin.32,75.5654,55,1265
41_bin.37,41_bin.35,75.9129,77,1265
41_bin.37,41_bin.37,100,1256,1265
41_bin.37,41_bin.38,77.8435,235,1265
41_bin.37,41_bin.76,75.966,58,1265
41_bin.37,42_bin.21,75.6254,55,1265
41_bin.37,42_bin.6,76.1347,79,1265
41_bin.37,43_bin.28,99.4035,1007,1265
41_bin.37,43_bin.34,75.9004,80,1265
41_bin.37,43_bin.39,75.7752,59,1265
41_bin.37,43_bin.59,75.7007,59,1265
41_bin.37,44_bin.27,99.6434,1100,1265
41_bin.37,44_bin.41,76.2111,76,1265
41_bin.37,44_bin.50,75.6914,52,1265
41_bin.37,46_bin.21,75.7281,53,1265
41_bin.37,46_bin.56,75.9734,60,1265
41_bin.37,46_bin.59,99.7425,1110,1265
41_bin.37,46_bin.73,75.2547,51,1265
41_bin.37,47_bin.30,75.6047,54,1265
41_bin.37,47_bin.61,76.6236,80,1265
41_bin.37,47_bin.64,99.4214,935,1265
41_bin.37,48_bin.50,75.6607,55,1265
41_bin.37,48_bin.65,76.1791,77,1265
41_bin.37,49_bin.10,75.7892,54,1265
41_bin.37,49_bin.68,99.7016,1107,1265
41_bin.37,49_bin.94,75.9074,66,1265
41_bin.38,11_bin.53,76.1431,61,1235
41_bin.38,21_bin.10,75.8253,81,1235
41_bin.38,21_bin.47,75.5667,66,1235
41_bin.38,22_bin.14,75.6374,71,1235
41_bin.38,22_bin.5,75.8697,57,1235
41_bin.38,23_bin.50,75.5825,68,1235
41_bin.38,24_bin.42,75.5036,56,1235
41_bin.38,24_bin.63,75.6895,69,1235
41_bin.38,24_bin.64,76.1216,72,1235
41_bin.38,26_bin.35,78.1253,222,1235
41_bin.38,26_bin.9,75.5501,66,1235
41_bin.38,27_bin.15,75.6648,70,1235
41_bin.38,28_bin.46,76.1285,78,1235
41_bin.38,28_bin.47,75.6456,70,1235
41_bin.38,29_bin.10,78.1309,217,1235
41_bin.38,29_bin.22,75.5172,64,1235
41_bin.38,29_bin.35,75.7015,67,1235
41_bin.38,29_bin.53,75.9927,74,1235
41_bin.38,31_bin.18,76.1603,75,1235
41_bin.38,31_bin.4,75.6129,69,1235
41_bin.38,32_bin.53,75.6221,68,1235
41_bin.38,34_bin.29,75.544,65,1235
41_bin.38,34_bin.2,76.0778,74,1235
41_bin.38,34_bin.7,78.2053,201,1235
41_bin.38,36_bin.22,75.9825,62,1235
41_bin.38,36_bin.32,77.9164,211,1235
41_bin.38,36_bin.39,75.6888,62,1235
41_bin.38,37_bin.57,75.6803,68,1235
41_bin.38,38_bin.9,75.5021,63,1235
41_bin.38,39_bin.35,75.551,70,1235
41_bin.38,39_bin.46,76.0341,72,1235
41_bin.38,41_bin.32,75.5519,63,1235
41_bin.38,41_bin.35,75.9812,75,1235
41_bin.38,41_bin.37,78.1538,215,1235
41_bin.38,41_bin.38,100,1224,1235
41_bin.38,42_bin.21,75.6342,65,1235
41_bin.38,42_bin.6,76.0067,79,1235
41_bin.38,43_bin.28,78.4193,202,1235
41_bin.38,43_bin.34,75.9493,76,1235
41_bin.38,43_bin.59,75.6305,65,1235
41_bin.38,44_bin.27,78.0672,216,1235
41_bin.38,44_bin.41,75.9413,73,1235
41_bin.38,44_bin.50,75.5827,61,1235
41_bin.38,46_bin.21,75.6798,66,1235
41_bin.38,46_bin.59,78.4048,206,1235
41_bin.38,46_bin.73,75.3018,53,1235
41_bin.38,47_bin.13,75.435,57,1235
41_bin.38,47_bin.30,75.8307,58,1235
41_bin.38,47_bin.61,76.1023,77,1235
41_bin.38,47_bin.64,78.255,185,1235
41_bin.38,48_bin.50,75.7397,66,1235
41_bin.38,48_bin.65,75.9333,73,1235
41_bin.38,49_bin.10,75.6868,67,1235
41_bin.38,49_bin.68,78.3747,207,1235
41_bin.76,11_bin.53,78.2109,232,896
41_bin.76,21_bin.10,78.2008,282,896
41_bin.76,21_bin.47,76.2527,151,896
41_bin.76,22_bin.14,76.2743,156,896
41_bin.76,22_bin.5,77.8505,208,896
41_bin.76,23_bin.50,76.2058,154,896
41_bin.76,24_bin.42,76.2088,133,896
41_bin.76,24_bin.63,76.363,157,896
41_bin.76,24_bin.64,78.3054,287,896
41_bin.76,25_bin.7,75.238,52,896
41_bin.76,26_bin.35,76.0166,53,896
41_bin.76,26_bin.9,76.1289,145,896
41_bin.76,27_bin.15,76.2296,158,896
41_bin.76,28_bin.46,78.3169,285,896
41_bin.76,28_bin.47,76.2303,157,896
41_bin.76,29_bin.10,75.992,51,896
41_bin.76,29_bin.22,76.1083,174,896
41_bin.76,29_bin.35,76.2644,154,896
41_bin.76,29_bin.53,78.1918,275,896
41_bin.76,31_bin.18,78.2786,295,896
41_bin.76,31_bin.4,76.2307,153,896
41_bin.76,32_bin.53,76.3493,150,896
41_bin.76,34_bin.28,76.4641,88,896
41_bin.76,34_bin.29,76.1622,152,896
41_bin.76,34_bin.2,78.2782,290,896
41_bin.76,34_bin.7,76.0418,53,896
41_bin.76,36_bin.22,78.0724,227,896
41_bin.76,36_bin.39,76.2971,152,896
41_bin.76,37_bin.57,76.2952,149,896
41_bin.76,38_bin.9,76.1164,156,896
41_bin.76,39_bin.35,76.18,155,896
41_bin.76,39_bin.46,78.1761,281,896
41_bin.76,41_bin.32,76.2537,152,896
41_bin.76,41_bin.35,78.1901,285,896
41_bin.76,41_bin.37,75.9319,56,896
41_bin.76,41_bin.76,100,879,896
41_bin.76,42_bin.21,76.3151,146,896
41_bin.76,42_bin.6,78.303,290,896
41_bin.76,43_bin.28,76.0666,50,896
41_bin.76,43_bin.34,78.2689,290,896
41_bin.76,43_bin.39,99.1174,758,896
41_bin.76,43_bin.59,76.1553,159,896
41_bin.76,44_bin.27,75.9518,51,896
41_bin.76,44_bin.41,78.0659,263,896
41_bin.76,44_bin.50,76.2117,146,896
41_bin.76,46_bin.21,76.3056,151,896
41_bin.76,46_bin.56,99.0293,699,896
41_bin.76,46_bin.73,75.8335,143,896
41_bin.76,47_bin.13,75.8446,132,896
41_bin.76,47_bin.30,76.1898,132,896
41_bin.76,47_bin.61,78.3054,288,896
41_bin.76,48_bin.50,76.2723,153,896
41_bin.76,48_bin.65,78.264,287,896
41_bin.76,49_bin.10,76.3869,145,896
41_bin.76,49_bin.68,75.9142,51,896
41_bin.76,49_bin.94,99.1154,741,896
42_bin.21,11_bin.53,78.105,213,1271
42_bin.21,21_bin.10,81.9106,313,1271
42_bin.21,21_bin.47,99.647,1124,1271
42_bin.21,22_bin.14,99.664,1143,1271
42_bin.21,22_bin.5,76.3958,167,1271
42_bin.21,23_bin.50,99.6058,1127,1271
42_bin.21,24_bin.42,78.9589,448,1271
42_bin.21,24_bin.63,99.6367,1143,1271
42_bin.21,24_bin.64,77.6945,269,1271
42_bin.21,25_bin.7,75.9114,84,1271
42_bin.21,26_bin.35,75.3489,65,1271
42_bin.21,26_bin.9,99.7051,1154,1271
42_bin.21,27_bin.15,99.7487,1203,1271
42_bin.21,28_bin.46,76.3718,263,1271
42_bin.21,28_bin.47,99.72,1171,1271
42_bin.21,29_bin.10,75.3339,60,1271
42_bin.21,29_bin.22,80.4441,616,1271
42_bin.21,29_bin.35,99.775,1171,1271
42_bin.21,29_bin.53,76.7266,243,1271
42_bin.21,31_bin.18,76.4115,257,1271
42_bin.21,31_bin.4,99.7298,1187,1271
42_bin.21,32_bin.53,99.7233,1147,1271
42_bin.21,34_bin.29,99.6995,1153,1271
42_bin.21,34_bin.2,77.372,279,1271
42_bin.21,34_bin.7,75.3614,65,1271
42_bin.21,36_bin.22,76.21,200,1271
42_bin.21,36_bin.32,75.1317,54,1271
42_bin.21,36_bin.39,99.7334,1167,1271
42_bin.21,37_bin.57,99.7023,1155,1271
42_bin.21,38_bin.9,99.7317,1176,1271
42_bin.21,39_bin.35,99.6926,1144,1271
42_bin.21,39_bin.46,76.2577,255,1271
42_bin.21,40_bin.5,75.517,80,1271
42_bin.21,41_bin.32,99.7561,1175,1271
42_bin.21,41_bin.35,76.4301,257,1271
42_bin.21,41_bin.37,75.366,63,1271
42_bin.21,41_bin.38,75.9436,72,1271
42_bin.21,41_bin.76,76.0835,171,1271
42_bin.21,42_bin.21,100,1262,1271
42_bin.21,42_bin.6,76.3313,256,1271
42_bin.21,43_bin.28,75.1538,52,1271
42_bin.21,43_bin.34,76.2769,257,1271
42_bin.21,43_bin.39,76.0652,190,1271
42_bin.21,43_bin.59,99.7623,1175,1271
42_bin.21,44_bin.27,75.2846,62,1271
42_bin.21,44_bin.41,76.3162,224,1271
42_bin.21,44_bin.50,99.7323,1154,1271
42_bin.21,45_bin.16,75.8058,94,1271
42_bin.21,46_bin.21,99.6904,1153,1271
42_bin.21,46_bin.56,76.0325,181,1271
42_bin.21,46_bin.59,75.328,54,1271
42_bin.21,46_bin.73,78.7926,469,1271
42_bin.21,47_bin.13,78.8575,490,1271
42_bin.21,47_bin.30,99.1857,929,1271
42_bin.21,47_bin.61,76.3171,258,1271
42_bin.21,47_bin.64,75.166,56,1271
42_bin.21,48_bin.50,99.6175,1146,1271
42_bin.21,48_bin.65,76.2906,248,1271
42_bin.21,49_bin.10,99.6632,1142,1271
42_bin.21,49_bin.68,75.2317,61,1271
42_bin.21,49_bin.94,76.2731,186,1271
42_bin.21,50_bin.1,75.7317,86,1271
42_bin.6,11_bin.53,99.1106,762,1139
42_bin.6,21_bin.10,99.6484,1021,1139
42_bin.6,21_bin.47,76.7635,238,1139
42_bin.6,22_bin.14,76.5712,245,1139
42_bin.6,22_bin.5,98.8505,641,1139
42_bin.6,23_bin.50,76.6329,257,1139
42_bin.6,24_bin.42,76.8923,174,1139
42_bin.6,24_bin.63,76.6593,245,1139
42_bin.6,24_bin.64,99.7265,1047,1139
42_bin.6,25_bin.7,75.5264,63,1139
42_bin.6,26_bin.35,75.9459,73,1139
42_bin.6,26_bin.9,76.5904,249,1139
42_bin.6,27_bin.15,76.5444,256,1139
42_bin.6,28_bin.46,99.7081,1053,1139
42_bin.6,28_bin.47,76.5771,250,1139
42_bin.6,29_bin.10,75.8629,73,1139
42_bin.6,29_bin.22,76.5085,220,1139
42_bin.6,29_bin.35,76.6019,256,1139
42_bin.6,29_bin.53,99.6606,1019,1139
42_bin.6,31_bin.18,99.6777,1032,1139
42_bin.6,31_bin.4,76.5942,240,1139
42_bin.6,32_bin.53,76.6581,245,1139
42_bin.6,34_bin.28,76.4661,88,1139
42_bin.6,34_bin.29,76.6139,239,1139
42_bin.6,34_bin.2,99.7108,1051,1139
42_bin.6,34_bin.7,75.9222,70,1139
42_bin.6,36_bin.22,99.0061,775,1139
42_bin.6,36_bin.32,78.4888,70,1139
42_bin.6,36_bin.39,76.6822,248,1139
42_bin.6,37_bin.57,76.6843,242,1139
42_bin.6,38_bin.9,76.8317,241,1139
42_bin.6,39_bin.35,76.8081,242,1139
42_bin.6,39_bin.46,99.5618,996,1139
42_bin.6,40_bin.5,75.2679,59,1139
42_bin.6,41_bin.32,76.6303,242,1139
42_bin.6,41_bin.35,99.7637,1044,1139
42_bin.6,41_bin.37,76.1081,71,1139
42_bin.6,41_bin.38,75.9644,84,1139
42_bin.6,41_bin.76,78.0523,308,1139
42_bin.6,42_bin.21,76.4365,239,1139
42_bin.6,42_bin.6,100,1136,1139
42_bin.6,43_bin.28,75.7653,66,1139
42_bin.6,43_bin.34,99.7935,1091,1139
42_bin.6,43_bin.39,78.2196,347,1139
42_bin.6,43_bin.59,76.5859,241,1139
